Store,Dept,IsHoliday,Type,Size,Weekly_Sales,Date
30,76,0,3,225170.99142144993,182665.02148024458,2040-04-22
11,8,0,1,133493.9953016775,34759.43326640865,2040-04-29
30,72,0,1,139416.65090344116,164342.20970600954,2040-05-06
31,50,0,3,118613.30469577471,127948.92726159783,2040-05-13
24,92,0,2,135598.05630389618,207991.11528045742,2040-05-20
9,62,1,3,220926.56725740182,160063.54510933696,2040-05-27
3,84,0,2,50000.0,185639.38136009072,2040-06-03
31,62,0,1,213848.2693044094,144724.3001353718,2040-06-10
40,7,0,3,166901.1740550854,40928.12228167346,2040-06-17
37,75,0,3,89648.91760713921,175895.6621900848,2040-06-24
36,84,0,3,96234.3803475381,188757.3833041976,2040-07-01
24,80,0,2,233819.65136041015,185580.80383166714,2040-07-08
31,4,0,2,102724.65600286344,29388.768272611305,2040-07-15
6,6,0,1,92332.47447020203,27647.314153815576,2040-07-22
2,58,0,2,206865.72711823648,140758.2394616814,2040-07-29
20,22,0,2,166927.6438142957,67499.18502725844,2040-08-05
28,26,0,1,103103.72117318006,67423.95125027871,2040-08-12
11,3,1,3,160831.24877023094,36093.31874607882,2040-08-19
4,41,0,3,98712.36581798614,107342.47412447393,2040-08-26
15,60,0,1,205041.06992113026,140637.3139315946,2040-09-02
6,14,0,3,203068.54824365667,53957.68314319316,2040-09-09
30,75,0,2,176600.30994109716,173569.96553798707,2040-09-16
38,82,0,1,168083.05306235084,186868.06365813725,2040-09-23
2,12,0,1,238059.4062433687,48509.12669617466,2040-09-30
15,87,0,1,149984.31636941127,193570.05366223934,2040-10-07
11,12,0,3,90906.29372895995,47634.03228147921,2040-10-14
8,13,0,1,172473.69564161534,44132.26991636146,2040-10-21
26,25,0,1,250000.0,76489.41130755006,2040-10-28
45,45,0,1,99262.02534070739,108729.97132984265,2040-11-04
44,19,0,3,131926.8616653007,62777.72613507359,2040-11-11
5,55,0,2,170822.30190507264,136552.96411884646,2040-11-18
6,45,0,1,147304.75754971305,108110.24567957957,2040-11-25
26,8,0,2,100884.82098113427,39300.05903556385,2040-12-02
4,93,0,3,206092.89281152355,215613.63197176668,2040-12-09
19,53,0,3,250000.0,136826.89482024364,2040-12-16
20,55,1,3,159806.57295119535,141950.58137682316,2040-12-23
33,32,0,3,104796.58551319999,88025.29974403812,2040-12-30
20,51,0,2,72551.97374732625,124068.16448020175,2041-01-06
12,44,0,1,162898.79906105905,106991.58169811092,2041-01-13
1,82,0,3,205193.86716581287,191734.65487999746,2041-01-20
26,70,0,3,173758.38732476908,169760.52515038342,2041-01-27
14,18,0,2,149879.8079540573,58302.92052733515,2041-02-03
38,83,0,2,120536.41741053469,189827.88702518994,2041-02-10
37,22,0,3,95391.81836409552,71168.4628842222,2041-02-17
11,37,0,1,191737.5663162441,95783.28826192894,2041-02-24
36,96,1,1,195688.5810692793,221147.1537066146,2041-03-03
13,56,0,3,72713.51066546334,132328.29097059346,2041-03-10
43,59,0,2,229491.9489090342,146984.06404158732,2041-03-17
3,3,0,3,178703.56104470007,34334.026024208535,2041-03-24
33,28,0,3,219979.73225728967,86945.06317718491,2041-03-31
6,74,0,2,82893.61257574425,166853.5364847164,2041-04-07
10,35,1,3,81708.79222922806,94763.27278032707,2041-04-14
5,61,0,3,142551.53451163517,149134.08085508077,2041-04-21
23,93,0,3,175139.22134475972,209630.15476227907,2041-04-28
10,54,0,2,239818.04114634817,135356.20107283234,2041-05-05
44,63,0,1,185303.94569075658,150147.56101737777,2041-05-12
2,79,1,1,137865.93615939835,183277.092279716,2041-05-19
13,97,0,2,98681.53961670538,218830.76227041488,2041-05-26
40,7,0,1,211500.0286359575,39625.21973696142,2041-06-02
2,76,0,3,101764.72871246426,174780.43965897206,2041-06-09
20,49,0,1,231423.42773861607,122625.79814663368,2041-06-16
1,94,0,3,135780.76751967453,213694.29697089485,2041-06-23
37,85,0,1,229529.10363089252,191312.10165485236,2041-06-30
9,31,0,2,183946.5645029639,85316.5303921795,2041-07-07
17,58,0,1,143150.22552787708,135035.9894624341,2041-07-14
9,61,0,1,124030.18140869366,137129.06806472281,2041-07-21
11,24,0,1,132954.606132696,67742.71724313807,2041-07-28
15,20,0,2,171415.83461876187,64072.64804163201,2041-08-04
24,37,0,1,153857.82481088582,91347.10343792115,2041-08-11
38,4,0,2,120309.42959656475,30823.8972103829,2041-08-18
35,92,0,3,141718.4294841184,211517.66696358784,2041-08-25
30,20,0,1,153928.85148595748,61150.51153202765,2041-09-01
31,60,0,2,50000.0,137851.86364958205,2041-09-08
5,24,0,2,172908.40573943494,73828.30459047547,2041-09-15
44,50,0,1,101013.93876415965,119411.13765916137,2041-09-22
14,49,1,3,92333.37983971275,127231.47613142502,2041-09-29
11,51,0,2,65632.78264446449,119632.4146313537,2041-10-06
9,96,0,1,60305.37510660548,208568.47028635262,2041-10-13
34,36,0,3,82227.62484438554,97502.34254387023,2041-10-20
12,98,0,2,114548.95211847548,216534.18948870033,2041-10-27
35,66,0,2,247662.9568763284,164579.0265220813,2041-11-03
35,79,0,3,123706.01620523981,182134.0389422912,2041-11-10
1,34,1,3,158887.50531340158,100009.18929235035,2041-11-17
40,36,0,1,170024.06932531644,92156.23227425314,2041-11-24
22,6,0,1,156553.25931079243,33274.20463738015,2041-12-01
29,39,0,2,146127.82696370032,97821.94796291446,2041-12-08
8,42,0,3,90235.31182003776,106419.68199336845,2041-12-15
11,58,1,3,222546.37741396058,148943.0764700009,2041-12-22
41,12,0,3,240359.83218189428,55288.6683048793,2041-12-29
37,3,0,2,65867.06529386571,27282.248015711102,2042-01-05
14,18,0,3,98798.57045568102,61231.940897013155,2042-01-12
30,40,0,3,136009.48288114968,101057.1554223397,2042-01-19
35,21,0,2,101773.11025449043,67172.79481858028,2042-01-26
21,15,0,1,175298.27767279325,52355.4737648814,2042-02-02
37,97,0,1,113586.38987966935,211126.32121299746,2042-02-09
5,99,0,2,250000.0,226814.25583798188,2042-02-16
19,26,0,3,209527.4297171798,81828.75113086436,2042-02-23
